0	0	0	0	0	0
256	0	0	207	9	3
512	0	0	410	18	7
768	0	0	611	28	10
1024	0	0	811	36	13
1280	0	0	1008	44	16
1536	0	0	1197	54	21
1792	0	0	1391	62	24
2048	0	0	1590	72	27
2303	0	0	1785	81	30
2559	0	0	1974	90	34
2815	0	0	2174	98	37
3071	0	0	2364	107	40
3327	0	0	2547	117	43
3583	0	0	2744	126	47
3839	0	0	2933	135	50
4095	0	0	3139	144	54
0	256	0	51	251	16
256	256	0	261	258	21
512	256	0	458	267	24
768	256	0	657	277	27
1024	256	0	857	284	30
1280	256	0	1054	290	34
1536	256	0	1240	302	37
1792	256	0	1439	312	40
2048	256	0	1636	321	43
2303	256	0	1829	329	47
2559	256	0	2019	338	50
2815	256	0	2222	347	54
3071	256	0	2405	356	57
3327	256	0	2592	365	61
3583	256	0	2788	374	63
3839	256	0	2976	383	66
4095	256	0	3189	391	69
0	512	0	99	496	34
256	512	0	303	504	37
512	512	0	505	513	40
768	512	0	705	522	43
1024	512	0	904	531	47
1280	512	0	1098	540	50
1536	512	0	1287	548	53
1792	512	0	1485	557	57
2048	512	0	1683	566	61
2303	512	0	1875	575	63
2559	512	0	2067	584	66
2815	512	0	2270	593	69
3071	512	0	2448	602	73
3327	512	0	2640	610	76
3583	512	0	2833	619	79
3839	512	0	3026	628	82
4095	512	0	3241	637	87
0	768	0	149	744	50
256	768	0	352	752	53
512	768	0	552	761	56
768	768	0	754	769	61
1024	768	0	951	777	63
1280	768	0	1143	786	66
1536	768	0	1335	795	70
1792	768	0	1533	804	73
2048	768	0	1730	812	76
2303	768	0	1920	821	79
2559	768	0	2116	829	83
2815	768	0	2313	838	87
3071	768	0	2490	846	90
3327	768	0	2686	855	93
3583	768	0	2878	864	97
3839	768	0	3078	873	100
4095	768	0	3289	882	103
0	1024	0	198	985	66
256	1024	0	401	992	70
512	1024	0	601	1000	73
768	1024	0	802	1009	76
1024	1024	0	998	1017	79
1280	1024	0	1188	1026	83
1536	1024	0	1381	1035	86
1792	1024	0	1580	1043	90
2048	1024	0	1777	1051	93
2303	1024	0	1964	1059	97
2559	1024	0	2164	1067	100
2815	1024	0	2354	1076	103
3071	1024	0	2537	1084	106
3327	1024	0	2734	1092	110
3583	1024	0	2922	1101	114
3839	1024	0	3129	1108	117
4095	1024	0	3338	1115	120
0	1280	0	248	1215	83
256	1280	0	448	1222	86
512	1280	0	650	1230	89
768	1280	0	849	1239	93
1024	1280	0	1046	1247	97
1280	1280	0	1233	1255	100
1536	1280	0	1430	1263	103
1792	1280	0	1628	1271	106
2048	1280	0	1821	1280	110
2303	1280	0	2009	1289	114
2559	1280	0	2214	1298	117
2815	1280	0	2397	1307	120
3071	1280	0	2584	1315	124
3327	1280	0	2780	1324	127
3583	1280	0	2968	1332	130
3839	1280	0	3180	1340	133
4095	1280	0	3386	1349	138
0	1536	0	297	1452	100
256	1536	0	497	1461	103
512	1536	0	698	1470	106
768	1536	0	896	1478	110
1024	1536	0	1091	1486	113
1280	1536	0	1278	1495	116
1536	1536	0	1477	1504	120
1792	1536	0	1675	1513	124
2048	1536	0	1868	1522	127
2303	1536	0	2059	1530	130
2559	1536	0	2261	1538	133
2815	1536	0	2439	1547	138
3071	1536	0	2631	1556	141
3327	1536	0	2825	1564	144
3583	1536	0	3018	1573	147
3839	1536	0	3232	1582	151
4095	1536	0	3434	1591	154
0	1792	0	345	1693	116
256	1792	0	545	1701	120
512	1792	0	746	1710	123
768	1792	0	944	1719	127
1024	1792	0	1134	1728	130
1280	1792	0	1327	1737	134
1536	1792	0	1526	1746	137
1792	1792	0	1722	1754	140
2048	1792	0	1912	1762	143
2303	1792	0	2107	1771	148
2559	1792	0	2305	1780	151
2815	1792	0	2482	1789	154
3071	1792	0	2679	1797	157
3327	1792	0	2870	1805	162
3583	1792	0	3068	1813	165
3839	1792	0	3281	1821	168
4095	1792	0	3481	1830	171
0	2048	0	394	1930	134
256	2048	0	593	1938	137
512	2048	0	793	1947	140
768	2048	0	992	1955	143
1024	2048	0	1180	1964	148
1280	2048	0	1374	1972	151
1536	2048	0	1572	1981	154
1792	2048	0	1770	1989	157
2048	2048	0	1958	1998	161
2303	2048	0	2156	2007	164
2559	2048	0	2348	2015	167
2815	2048	0	2528	2023	171
